================================================================================
  얼티밋 쿨타임 룰 적용 메타 시뮬레이션
  룰: 얼티밋 쿨타임 = 전 직업 공통 4턴 (자기 턴 기준 감소)
================================================================================
  역할             SP비용    쿨타임
  ----------------------------
  attacker          6     4턴
  defender          3     4턴
  magician          4     4턴
  supporter         4     4턴
  healer            3     4턴
================================================================================
  메타별 캐릭터 얼티밋 쿨타임 (SP비용 + 2)
================================================================================
  M01 화상연계  (평균SPD: 98, 평균쿨타임: 4.0턴)
  M10 vs M08 [======              ] 15/50 완료
  M10 vs M08 [======              ] 16/50 완료
  M10 vs M08 [======              ] 17/50 완료
  M10 vs M08 [=======             ] 18/50 완료
  M10 vs M08 [=======             ] 19/50 완료
  M10 vs M08 [========            ] 20/50 완료
  M10 vs M08 [========            ] 21/50 완료
  M10 vs M08 [========            ] 22/50 완료
  M10 vs M08 [=========           ] 23/50 완료
  M10 vs M08 [=========           ] 24/50 완료
  M10 vs M08 [==========          ] 25/50 완료
  M10 vs M08 [==========          ] 26/50 완료
  M10 vs M08 [==========          ] 27/50 완료
  M10 vs M08 [===========         ] 28/50 완료
  M10 vs M08 [===========         ] 29/50 완료
  M10 vs M08 [============        ] 30/50 완료
  M10 vs M08 [============        ] 31/50 완료
  M10 vs M08 [============        ] 32/50 완료
  M10 vs M08 [=============       ] 33/50 완료
  M10 vs M08 [=============       ] 34/50 완료
  M10 vs M08 [==============      ] 35/50 완료
  M10 vs M08 [==============      ] 36/50 완료
  M10 vs M08 [==============      ] 37/50 완료
  M10 vs M08 [===============     ] 38/50 완료
  M10 vs M08 [===============     ] 39/50 완료
  M10 vs M08 [================    ] 40/50 완료
  M10 vs M08 [================    ] 41/50 완료
  M10 vs M08 [================    ] 42/50 완료
  M10 vs M08 [=================   ] 43/50 완료
  M10 vs M08 [=================   ] 44/50 완료
  M10 vs M08 [==================  ] 45/50 완료
  M10 vs M08 [==================  ] 46/50 완료
  M10 vs M08 [==================  ] 47/50 완료
  M10 vs M08 [=================== ] 48/50 완료
  M10 vs M08 [=================== ] 49/50 완료
  M10 vs M08 [====================] 50/50 완료

  M10 vs M08: 1W / 48L / 1T  → 3.0%  avg_turn=191.6


  M10 vs M09 [                    ] 1/50 완료
  M10 vs M09 [                    ] 2/50 완료
  M10 vs M09 [=                   ] 3/50 완료
  M10 vs M09 [=                   ] 4/50 완료
  M10 vs M09 [==                  ] 5/50 완료
  M10 vs M09 [==                  ] 6/50 완료
  M10 vs M09 [==                  ] 7/50 완료
  M10 vs M09 [===                 ] 8/50 완료
  M10 vs M09 [===                 ] 9/50 완료
  M10 vs M09 [====                ] 10/50 완료
  M10 vs M09 [====                ] 11/50 완료
  M10 vs M09 [====                ] 12/50 완료
  M10 vs M09 [=====               ] 13/50 완료
  M10 vs M09 [=====               ] 14/50 완료
  M10 vs M09 [======              ] 15/50 완료
  M10 vs M09 [======              ] 16/50 완료
  M10 vs M09 [======              ] 17/50 완료
  M10 vs M09 [=======             ] 18/50 완료
  M10 vs M09 [=======             ] 19/50 완료
  M10 vs M09 [========            ] 20/50 완료
  M10 vs M09 [========            ] 21/50 완료
  M10 vs M09 [========            ] 22/50 완료
  M10 vs M09 [=========           ] 23/50 완료
  M10 vs M09 [=========           ] 24/50 완료
  M10 vs M09 [==========          ] 25/50 완료
  M10 vs M09 [==========          ] 26/50 완료
  M10 vs M09 [==========          ] 27/50 완료
  M10 vs M09 [===========         ] 28/50 완료
  M10 vs M09 [===========         ] 29/50 완료
  M10 vs M09 [============        ] 30/50 완료
  M10 vs M09 [============        ] 31/50 완료
  M10 vs M09 [============        ] 32/50 완료
  M10 vs M09 [=============       ] 33/50 완료
  M10 vs M09 [=============       ] 34/50 완료
  M10 vs M09 [==============      ] 35/50 완료
  M10 vs M09 [==============      ] 36/50 완료
  M10 vs M09 [==============      ] 37/50 완료
  M10 vs M09 [===============     ] 38/50 완료
  M10 vs M09 [===============     ] 39/50 완료
  M10 vs M09 [================    ] 40/50 완료
  M10 vs M09 [================    ] 41/50 완료
  M10 vs M09 [================    ] 42/50 완료
  M10 vs M09 [=================   ] 43/50 완료
  M10 vs M09 [=================   ] 44/50 완료
  M10 vs M09 [==================  ] 45/50 완료
  M10 vs M09 [==================  ] 46/50 완료
  M10 vs M09 [==================  ] 47/50 완료
  M10 vs M09 [=================== ] 48/50 완료
  M10 vs M09 [=================== ] 49/50 완료
  M10 vs M09 [====================] 50/50 완료

  M10 vs M09: 48W / 2L / 0T  → 96.0%  avg_turn=60.0


  M10 vs M11 [                    ] 1/50 완료
  M10 vs M11 [                    ] 2/50 완료
  M10 vs M11 [=                   ] 3/50 완료
  M10 vs M11 [=                   ] 4/50 완료
  M10 vs M11 [==                  ] 5/50 완료
  M10 vs M11 [==                  ] 6/50 완료
  M10 vs M11 [==                  ] 7/50 완료
  M10 vs M11 [===                 ] 8/50 완료
  M10 vs M11 [===                 ] 9/50 완료
  M10 vs M11 [====                ] 10/50 완료
  M10 vs M11 [====                ] 11/50 완료
  M10 vs M11 [====                ] 12/50 완료
  M10 vs M11 [=====               ] 13/50 완료
  M10 vs M11 [=====               ] 14/50 완료
  M10 vs M11 [======              ] 15/50 완료
  M10 vs M11 [======              ] 16/50 완료
  M10 vs M11 [======              ] 17/50 완료
  M10 vs M11 [=======             ] 18/50 완료
  M10 vs M11 [=======             ] 19/50 완료
  M10 vs M11 [========            ] 20/50 완료
  M10 vs M11 [========            ] 21/50 완료
  M10 vs M11 [========            ] 22/50 완료
  M10 vs M11 [=========           ] 23/50 완료
  M10 vs M11 [=========           ] 24/50 완료
  M10 vs M11 [==========          ] 25/50 완료
  M10 vs M11 [==========          ] 26/50 완료
  M10 vs M11 [==========          ] 27/50 완료
  M10 vs M11 [===========         ] 28/50 완료
  M10 vs M11 [===========         ] 29/50 완료
  M10 vs M11 [============        ] 30/50 완료
  M10 vs M11 [============        ] 31/50 완료
  M10 vs M11 [============        ] 32/50 완료
  M10 vs M11 [=============       ] 33/50 완료
  M10 vs M11 [=============       ] 34/50 완료
  M10 vs M11 [==============      ] 35/50 완료
  M10 vs M11 [==============      ] 36/50 완료
  M10 vs M11 [==============      ] 37/50 완료
  M10 vs M11 [===============     ] 38/50 완료
  M10 vs M11 [===============     ] 39/50 완료
  M10 vs M11 [================    ] 40/50 완료
  M10 vs M11 [================    ] 41/50 완료
  M10 vs M11 [================    ] 42/50 완료
  M10 vs M11 [=================   ] 43/50 완료
  M10 vs M11 [=================   ] 44/50 완료
  M10 vs M11 [==================  ] 45/50 완료
  M10 vs M11 [==================  ] 46/50 완료
  M10 vs M11 [==================  ] 47/50 완료
  M10 vs M11 [=================== ] 48/50 완료
  M10 vs M11 [=================== ] 49/50 완료
  M10 vs M11 [====================] 50/50 완료

  M10 vs M11: 7W / 42L / 1T  → 15.0%  avg_turn=141.5


  M10 vs M12 [                    ] 1/50 완료
  M10 vs M12 [                    ] 2/50 완료
  M10 vs M12 [=                   ] 3/50 완료
  M10 vs M12 [=                   ] 4/50 완료
  M10 vs M12 [==                  ] 5/50 완료
  M10 vs M12 [==                  ] 6/50 완료
  M10 vs M12 [==                  ] 7/50 완료
  M10 vs M12 [===                 ] 8/50 완료
  M10 vs M12 [===                 ] 9/50 완료
  M10 vs M12 [====                ] 10/50 완료
  M10 vs M12 [====                ] 11/50 완료
  M10 vs M12 [====                ] 12/50 완료
  M10 vs M12 [=====               ] 13/50 완료
  M10 vs M12 [=====               ] 14/50 완료
  M10 vs M12 [======              ] 15/50 완료
  M10 vs M12 [======              ] 16/50 완료
  M10 vs M12 [======              ] 17/50 완료
  M10 vs M12 [=======             ] 18/50 완료
  M10 vs M12 [=======             ] 19/50 완료
  M10 vs M12 [========            ] 20/50 완료
  M10 vs M12 [========            ] 21/50 완료
  M10 vs M12 [========            ] 22/50 완료
  M10 vs M12 [=========           ] 23/50 완료
  M10 vs M12 [=========           ] 24/50 완료
  M10 vs M12 [==========          ] 25/50 완료
  M10 vs M12 [==========          ] 26/50 완료
  M10 vs M12 [==========          ] 27/50 완료
  M10 vs M12 [===========         ] 28/50 완료
  M10 vs M12 [===========         ] 29/50 완료
  M10 vs M12 [============        ] 30/50 완료
  M10 vs M12 [============        ] 31/50 완료
  M10 vs M12 [============        ] 32/50 완료
  M10 vs M12 [=============       ] 33/50 완료
  M10 vs M12 [=============       ] 34/50 완료
  M10 vs M12 [==============      ] 35/50 완료
  M10 vs M12 [==============      ] 36/50 완료
  M10 vs M12 [==============      ] 37/50 완료
  M10 vs M12 [===============     ] 38/50 완료
  M10 vs M12 [===============     ] 39/50 완료
  M10 vs M12 [================    ] 40/50 완료
  M10 vs M12 [================    ] 41/50 완료
  M10 vs M12 [================    ] 42/50 완료
  M10 vs M12 [=================   ] 43/50 완료
  M10 vs M12 [=================   ] 44/50 완료
  M10 vs M12 [==================  ] 45/50 완료
  M10 vs M12 [==================  ] 46/50 완료
  M10 vs M12 [==================  ] 47/50 완료
  M10 vs M12 [=================== ] 48/50 완료
  M10 vs M12 [=================== ] 49/50 완료
  M10 vs M12 [====================] 50/50 완료

  M10 vs M12: 13W / 37L / 0T  → 26.0%  avg_turn=91.2




  M11 vs M01 [                    ] 1/50 완료
  M11 vs M01 [                    ] 2/50 완료
  M11 vs M01 [=                   ] 3/50 완료
  M11 vs M01 [=                   ] 4/50 완료
  M11 vs M01 [==                  ] 5/50 완료
  M11 vs M01 [==                  ] 6/50 완료
  M11 vs M01 [==                  ] 7/50 완료
  M11 vs M01 [===                 ] 8/50 완료
  M11 vs M01 [===                 ] 9/50 완료
  M11 vs M01 [====                ] 10/50 완료
  M11 vs M01 [====                ] 11/50 완료
  M11 vs M01 [====                ] 12/50 완료
  M11 vs M01 [=====               ] 13/50 완료
  M11 vs M01 [=====               ] 14/50 완료
  M11 vs M01 [======              ] 15/50 완료
  M11 vs M01 [======              ] 16/50 완료
  M11 vs M01 [======              ] 17/50 완료
  M11 vs M01 [=======             ] 18/50 완료
  M11 vs M01 [=======             ] 19/50 완료
  M11 vs M01 [========            ] 20/50 완료
  M11 vs M01 [========            ] 21/50 완료
  M11 vs M01 [========            ] 22/50 완료
  M11 vs M01 [=========           ] 23/50 완료
  M11 vs M01 [=========           ] 24/50 완료
  M11 vs M01 [==========          ] 25/50 완료
  M11 vs M01 [==========          ] 26/50 완료
  M11 vs M01 [==========          ] 27/50 완료
  M11 vs M01 [===========         ] 28/50 완료
  M11 vs M01 [===========         ] 29/50 완료
  M11 vs M01 [============        ] 30/50 완료
  M11 vs M01 [============        ] 31/50 완료
  M11 vs M01 [============        ] 32/50 완료
  M11 vs M01 [=============       ] 33/50 완료
  M11 vs M01 [=============       ] 34/50 완료
  M11 vs M01 [==============      ] 35/50 완료
  M11 vs M01 [==============      ] 36/50 완료
  M11 vs M01 [==============      ] 37/50 완료
  M11 vs M01 [===============     ] 38/50 완료
  M11 vs M01 [===============     ] 39/50 완료
  M11 vs M01 [================    ] 40/50 완료
  M11 vs M01 [================    ] 41/50 완료
  M11 vs M01 [================    ] 42/50 완료
  M11 vs M01 [=================   ] 43/50 완료
  M11 vs M01 [=================   ] 44/50 완료
  M11 vs M01 [==================  ] 45/50 완료
  M11 vs M01 [==================  ] 46/50 완료
  M11 vs M01 [==================  ] 47/50 완료
  M11 vs M01 [=================== ] 48/50 완료
  M11 vs M01 [=================== ] 49/50 완료
  M11 vs M01 [====================] 50/50 완료

  M11 vs M01: 0W / 50L / 0T  → 0.0%  avg_turn=71.9


  M11 vs M02 [                    ] 1/50 완료
  M11 vs M02 [                    ] 2/50 완료
  M11 vs M02 [=                   ] 3/50 완료
  M11 vs M02 [=                   ] 4/50 완료
  M11 vs M02 [==                  ] 5/50 완료
  M11 vs M02 [==                  ] 6/50 완료
  M11 vs M02 [==                  ] 7/50 완료
  M11 vs M02 [===                 ] 8/50 완료
  M11 vs M02 [===                 ] 9/50 완료
  M11 vs M02 [====                ] 10/50 완료
  M11 vs M02 [====                ] 11/50 완료
  M11 vs M02 [====                ] 12/50 완료
  M11 vs M02 [=====               ] 13/50 완료
  M11 vs M02 [=====               ] 14/50 완료
  M11 vs M02 [======              ] 15/50 완료
  M11 vs M02 [======              ] 16/50 완료
  M11 vs M02 [======              ] 17/50 완료
  M11 vs M02 [=======             ] 18/50 완료
  M11 vs M02 [=======             ] 19/50 완료
  M11 vs M02 [========            ] 20/50 완료
  M11 vs M02 [========            ] 21/50 완료
  M11 vs M02 [========            ] 22/50 완료
  M11 vs M02 [=========           ] 23/50 완료
  M11 vs M02 [=========           ] 24/50 완료
  M11 vs M02 [==========          ] 25/50 완료
  M11 vs M02 [==========          ] 26/50 완료
  M11 vs M02 [==========          ] 27/50 완료
  M11 vs M02 [===========         ] 28/50 완료
  M11 vs M02 [===========         ] 29/50 완료
  M11 vs M02 [============        ] 30/50 완료
  M11 vs M02 [============        ] 31/50 완료
  M11 vs M02 [============        ] 32/50 완료
  M11 vs M02 [=============       ] 33/50 완료
  M11 vs M02 [=============       ] 34/50 완료
  M11 vs M02 [==============      ] 35/50 완료
  M11 vs M02 [==============      ] 36/50 완료
  M11 vs M02 [==============      ] 37/50 완료
  M11 vs M02 [===============     ] 38/50 완료
  M11 vs M02 [===============     ] 39/50 완료
  M11 vs M02 [================    ] 40/50 완료
  M11 vs M02 [================    ] 41/50 완료
  M11 vs M02 [================    ] 42/50 완료
  M11 vs M02 [=================   ] 43/50 완료
  M11 vs M02 [=================   ] 44/50 완료
  M11 vs M02 [==================  ] 45/50 완료
  M11 vs M02 [==================  ] 46/50 완료
  M11 vs M02 [==================  ] 47/50 완료
  M11 vs M02 [=================== ] 48/50 완료
  M11 vs M02 [=================== ] 49/50 완료
  M11 vs M02 [====================] 50/50 완료

  M11 vs M02: 46W / 0L / 4T  → 96.0%  avg_turn=174.4


  M11 vs M03 [                    ] 1/50 완료
  M11 vs M03 [                    ] 2/50 완료
  M11 vs M03 [=                   ] 3/50 완료
  M11 vs M03 [=                   ] 4/50 완료
  M11 vs M03 [==                  ] 5/50 완료
  M11 vs M03 [==                  ] 6/50 완료
  M11 vs M03 [==                  ] 7/50 완료
  M11 vs M03 [===                 ] 8/50 완료
  M11 vs M03 [===                 ] 9/50 완료
  M11 vs M03 [====                ] 10/50 완료
  M11 vs M03 [====                ] 11/50 완료
  M11 vs M03 [====                ] 12/50 완료
  M11 vs M03 [=====               ] 13/50 완료
  M11 vs M03 [=====               ] 14/50 완료
  M11 vs M03 [======              ] 15/50 완료
  M11 vs M03 [======              ] 16/50 완료
  M11 vs M03 [======              ] 17/50 완료
  M11 vs M03 [=======             ] 18/50 완료
  M11 vs M03 [=======             ] 19/50 완료
  M11 vs M03 [========            ] 20/50 완료
  M11 vs M03 [========            ] 21/50 완료
  M11 vs M03 [========            ] 22/50 완료
  M11 vs M03 [=========           ] 23/50 완료
  M11 vs M03 [=========           ] 24/50 완료
  M11 vs M03 [==========          ] 25/50 완료
  M11 vs M03 [==========          ] 26/50 완료
  M11 vs M03 [==========          ] 27/50 완료
  M11 vs M03 [===========         ] 28/50 완료
  M11 vs M03 [===========         ] 29/50 완료
  M11 vs M03 [============        ] 30/50 완료
  M11 vs M03 [============        ] 31/50 완료
  M11 vs M03 [============        ] 32/50 완료
  M11 vs M03 [=============       ] 33/50 완료
  M11 vs M03 [=============       ] 34/50 완료
  M11 vs M03 [==============      ] 35/50 완료
  M11 vs M03 [==============      ] 36/50 완료
  M11 vs M03 [==============      ] 37/50 완료
  M11 vs M03 [===============     ] 38/50 완료
  M11 vs M03 [===============     ] 39/50 완료
  M11 vs M03 [================    ] 40/50 완료
  M11 vs M03 [================    ] 41/50 완료
  M11 vs M03 [================    ] 42/50 완료
  M11 vs M03 [=================   ] 43/50 완료
  M11 vs M03 [=================   ] 44/50 완료
  M11 vs M03 [==================  ] 45/50 완료
  M11 vs M03 [==================  ] 46/50 완료
  M11 vs M03 [==================  ] 47/50 완료
  M11 vs M03 [=================== ] 48/50 완료
  M11 vs M03 [=================== ] 49/50 완료
  M11 vs M03 [====================] 50/50 완료

  M11 vs M03: 8W / 40L / 2T  → 18.0%  avg_turn=108.7


  M11 vs M04 [                    ] 1/50 완료
  M11 vs M04 [                    ] 2/50 완료
  M11 vs M04 [=                   ] 3/50 완료
  M11 vs M04 [=                   ] 4/50 완료
  M11 vs M04 [==                  ] 5/50 완료
  M11 vs M04 [==                  ] 6/50 완료
  M11 vs M04 [==                  ] 7/50 완료
  M11 vs M04 [===                 ] 8/50 완료
  M11 vs M04 [===                 ] 9/50 완료
  M11 vs M04 [====                ] 10/50 완료
  M11 vs M04 [====                ] 11/50 완료
  M11 vs M04 [====                ] 12/50 완료
  M11 vs M04 [=====               ] 13/50 완료
  M11 vs M04 [=====               ] 14/50 완료
  M11 vs M04 [======              ] 15/50 완료
  M11 vs M04 [======              ] 16/50 완료
  M11 vs M04 [======              ] 17/50 완료
  M11 vs M04 [=======             ] 18/50 완료
  M11 vs M04 [=======             ] 19/50 완료
  M11 vs M04 [========            ] 20/50 완료
  M11 vs M04 [========            ] 21/50 완료
  M11 vs M04 [========            ] 22/50 완료
  M11 vs M04 [=========           ] 23/50 완료
  M11 vs M04 [=========           ] 24/50 완료
  M11 vs M04 [==========          ] 25/50 완료
  M11 vs M04 [==========          ] 26/50 완료
  M11 vs M04 [==========          ] 27/50 완료
  M11 vs M04 [===========         ] 28/50 완료
  M11 vs M04 [===========         ] 29/50 완료
  M11 vs M04 [============        ] 30/50 완료
  M11 vs M04 [============        ] 31/50 완료
  M11 vs M04 [============        ] 32/50 완료
  M11 vs M04 [=============       ] 33/50 완료
  M11 vs M04 [=============       ] 34/50 완료
  M11 vs M04 [==============      ] 35/50 완료
  M11 vs M04 [==============      ] 36/50 완료
  M11 vs M04 [==============      ] 37/50 완료
  M11 vs M04 [===============     ] 38/50 완료
  M11 vs M04 [===============     ] 39/50 완료
  M11 vs M04 [================    ] 40/50 완료
  M11 vs M04 [================    ] 41/50 완료
  M11 vs M04 [================    ] 42/50 완료
  M11 vs M04 [=================   ] 43/50 완료
  M11 vs M04 [=================   ] 44/50 완료
  M11 vs M04 [==================  ] 45/50 완료
  M11 vs M04 [==================  ] 46/50 완료
  M11 vs M04 [==================  ] 47/50 완료
  M11 vs M04 [=================== ] 48/50 완료
  M11 vs M04 [=================== ] 49/50 완료
  M11 vs M04 [====================] 50/50 완료

  M11 vs M04: 19W / 29L / 2T  → 40.0%  avg_turn=171.1


  M11 vs M05 [                    ] 1/50 완료
  M11 vs M05 [                    ] 2/50 완료
  M11 vs M05 [=                   ] 3/50 완료
  M11 vs M05 [=                   ] 4/50 완료
  M11 vs M05 [==                  ] 5/50 완료
  M11 vs M05 [==                  ] 6/50 완료
  M11 vs M05 [==                  ] 7/50 완료
  M11 vs M05 [===                 ] 8/50 완료
  M11 vs M05 [===                 ] 9/50 완료
  M11 vs M05 [====                ] 10/50 완료
  M11 vs M05 [====                ] 11/50 완료
  M11 vs M05 [====                ] 12/50 완료
  M11 vs M05 [=====               ] 13/50 완료
  M11 vs M05 [=====               ] 14/50 완료
  M11 vs M05 [======              ] 15/50 완료
  M11 vs M05 [======              ] 16/50 완료
  M11 vs M05 [======              ] 17/50 완료
  M11 vs M05 [=======             ] 18/50 완료
  M11 vs M05 [=======             ] 19/50 완료
  M11 vs M05 [========            ] 20/50 완료
  M11 vs M05 [========            ] 21/50 완료
  M11 vs M05 [========            ] 22/50 완료
  M11 vs M05 [=========           ] 23/50 완료
  M11 vs M05 [=========           ] 24/50 완료
  M11 vs M05 [==========          ] 25/50 완료
  M11 vs M05 [==========          ] 26/50 완료
  M11 vs M05 [==========          ] 27/50 완료
  M11 vs M05 [===========         ] 28/50 완료
  M11 vs M05 [===========         ] 29/50 완료
  M11 vs M05 [============        ] 30/50 완료
  M11 vs M05 [============        ] 31/50 완료
  M11 vs M05 [============        ] 32/50 완료
  M11 vs M05 [=============       ] 33/50 완료
  M11 vs M05 [=============       ] 34/50 완료
  M11 vs M05 [==============      ] 35/50 완료
  M11 vs M05 [==============      ] 36/50 완료
  M11 vs M05 [==============      ] 37/50 완료
  M11 vs M05 [===============     ] 38/50 완료
  M11 vs M05 [===============     ] 39/50 완료
  M11 vs M05 [================    ] 40/50 완료
  M11 vs M05 [================    ] 41/50 완료
  M11 vs M05 [================    ] 42/50 완료
  M11 vs M05 [=================   ] 43/50 완료
  M11 vs M05 [=================   ] 44/50 완료
  M11 vs M05 [==================  ] 45/50 완료
  M11 vs M05 [==================  ] 46/50 완료
  M11 vs M05 [==================  ] 47/50 완료
  M11 vs M05 [=================== ] 48/50 완료
  M11 vs M05 [=================== ] 49/50 완료
  M11 vs M05 [====================] 50/50 완료

  M11 vs M05: 50W / 0L / 0T  → 100.0%  avg_turn=136.2


  M11 vs M06 [                    ] 1/50 완료
  M11 vs M06 [                    ] 2/50 완료
  M11 vs M06 [=                   ] 3/50 완료
  M11 vs M06 [=                   ] 4/50 완료
  M11 vs M06 [==                  ] 5/50 완료
  M11 vs M06 [==                  ] 6/50 완료
  M11 vs M06 [==                  ] 7/50 완료
  M11 vs M06 [===                 ] 8/50 완료
  M11 vs M06 [===                 ] 9/50 완료
  M11 vs M06 [====                ] 10/50 완료
  M11 vs M06 [====                ] 11/50 완료
  M11 vs M06 [====                ] 12/50 완료
  M11 vs M06 [=====               ] 13/50 완료
  M11 vs M06 [=====               ] 14/50 완료
  M11 vs M06 [======              ] 15/50 완료
  M11 vs M06 [======              ] 16/50 완료
  M11 vs M06 [======              ] 17/50 완료
  M11 vs M06 [=======             ] 18/50 완료
  M11 vs M06 [=======             ] 19/50 완료
  M11 vs M06 [========            ] 20/50 완료
  M11 vs M06 [========            ] 21/50 완료
  M11 vs M06 [========            ] 22/50 완료
  M11 vs M06 [=========           ] 23/50 완료
  M11 vs M06 [=========           ] 24/50 완료
  M11 vs M06 [==========          ] 25/50 완료
  M11 vs M06 [==========          ] 26/50 완료
  M11 vs M06 [==========          ] 27/50 완료
  M11 vs M06 [===========         ] 28/50 완료
  M11 vs M06 [===========         ] 29/50 완료
  M11 vs M06 [============        ] 30/50 완료
  M11 vs M06 [============        ] 31/50 완료
  M11 vs M06 [============        ] 32/50 완료
  M11 vs M06 [=============       ] 33/50 완료
  M11 vs M06 [=============       ] 34/50 완료
  M11 vs M06 [==============      ] 35/50 완료
  M11 vs M06 [==============      ] 36/50 완료
  M11 vs M06 [==============      ] 37/50 완료
  M11 vs M06 [===============     ] 38/50 완료
  M11 vs M06 [===============     ] 39/50 완료
  M11 vs M06 [================    ] 40/50 완료
  M11 vs M06 [================    ] 41/50 완료
  M11 vs M06 [================    ] 42/50 완료
  M11 vs M06 [=================   ] 43/50 완료
  M11 vs M06 [=================   ] 44/50 완료
  M11 vs M06 [==================  ] 45/50 완료
  M11 vs M06 [==================  ] 46/50 완료
  M11 vs M06 [==================  ] 47/50 완료
  M11 vs M06 [=================== ] 48/50 완료
  M11 vs M06 [=================== ] 49/50 완료
  M11 vs M06 [====================] 50/50 완료

  M11 vs M06: 49W / 1L / 0T  → 98.0%  avg_turn=78.9


  M11 vs M07 [                    ] 1/50 완료
  M11 vs M07 [                    ] 2/50 완료
  M11 vs M07 [=                   ] 3/50 완료
  M11 vs M07 [=                   ] 4/50 완료
  M11 vs M07 [==                  ] 5/50 완료
  M11 vs M07 [==                  ] 6/50 완료
  M11 vs M07 [==                  ] 7/50 완료
  M11 vs M07 [===                 ] 8/50 완료
  M11 vs M07 [===                 ] 9/50 완료
  M11 vs M07 [====                ] 10/50 완료
  M11 vs M07 [====                ] 11/50 완료
  M11 vs M07 [====                ] 12/50 완료
  M11 vs M07 [=====               ] 13/50 완료
  M11 vs M07 [=====               ] 14/50 완료
  M11 vs M07 [======              ] 15/50 완료
  M11 vs M07 [======              ] 16/50 완료
  M11 vs M07 [======              ] 17/50 완료
  M11 vs M07 [=======             ] 18/50 완료
  M11 vs M07 [=======             ] 19/50 완료
  M11 vs M07 [========            ] 20/50 완료
  M11 vs M07 [========            ] 21/50 완료
  M11 vs M07 [========            ] 22/50 완료
  M11 vs M07 [=========           ] 23/50 완료
  M11 vs M07 [=========           ] 24/50 완료
  M11 vs M07 [==========          ] 25/50 완료
  M11 vs M07 [==========          ] 26/50 완료
  M11 vs M07 [==========          ] 27/50 완료
  M11 vs M07 [===========         ] 28/50 완료
  M11 vs M07 [===========         ] 29/50 완료
  M11 vs M07 [============        ] 30/50 완료
  M11 vs M07 [============        ] 31/50 완료
  M11 vs M07 [============        ] 32/50 완료
  M11 vs M07 [=============       ] 33/50 완료
  M11 vs M07 [=============       ] 34/50 완료
  M11 vs M07 [==============      ] 35/50 완료
  M11 vs M07 [==============      ] 36/50 완료
  M11 vs M07 [==============      ] 37/50 완료
  M11 vs M07 [===============     ] 38/50 완료
  M11 vs M07 [===============     ] 39/50 완료
  M11 vs M07 [================    ] 40/50 완료
  M11 vs M07 [================    ] 41/50 완료
  M11 vs M07 [================    ] 42/50 완료
  M11 vs M07 [=================   ] 43/50 완료
  M11 vs M07 [=================   ] 44/50 완료
  M11 vs M07 [==================  ] 45/50 완료
  M11 vs M07 [==================  ] 46/50 완료
  M11 vs M07 [==================  ] 47/50 완료
  M11 vs M07 [=================== ] 48/50 완료
  M11 vs M07 [=================== ] 49/50 완료
  M11 vs M07 [====================] 50/50 완료

  M11 vs M07: 50W / 0L / 0T  → 100.0%  avg_turn=43.4


  M11 vs M08 [                    ] 1/50 완료
  M11 vs M08 [                    ] 2/50 완료
  M11 vs M08 [=                   ] 3/50 완료
  M11 vs M08 [=                   ] 4/50 완료
  M11 vs M08 [==                  ] 5/50 완료
  M11 vs M08 [==                  ] 6/50 완료
  M11 vs M08 [==                  ] 7/50 완료
  M11 vs M08 [===                 ] 8/50 완료
  M11 vs M08 [===                 ] 9/50 완료
  M11 vs M08 [====                ] 10/50 완료
  M11 vs M08 [====                ] 11/50 완료
  M11 vs M08 [====                ] 12/50 완료
  M11 vs M08 [=====               ] 13/50 완료
  M11 vs M08 [=====               ] 14/50 완료
  M11 vs M08 [======              ] 15/50 완료
  M11 vs M08 [======              ] 16/50 완료
  M11 vs M08 [======              ] 17/50 완료
  M11 vs M08 [=======             ] 18/50 완료
  M11 vs M08 [=======             ] 19/50 완료
  M11 vs M08 [========            ] 20/50 완료
  M11 vs M08 [========            ] 21/50 완료
  M11 vs M08 [========            ] 22/50 완료
  M11 vs M08 [=========           ] 23/50 완료
  M11 vs M08 [=========           ] 24/50 완료
  M11 vs M08 [==========          ] 25/50 완료
  M11 vs M08 [==========          ] 26/50 완료
  M11 vs M08 [==========          ] 27/50 완료
  M11 vs M08 [===========         ] 28/50 완료
  M11 vs M08 [===========         ] 29/50 완료
  M11 vs M08 [============        ] 30/50 완료
  M11 vs M08 [============        ] 31/50 완료
  M11 vs M08 [============        ] 32/50 완료
  M11 vs M08 [=============       ] 33/50 완료
  M11 vs M08 [=============       ] 34/50 완료
  M11 vs M08 [==============      ] 35/50 완료
  M11 vs M08 [==============      ] 36/50 완료
  M11 vs M08 [==============      ] 37/50 완료
  M11 vs M08 [===============     ] 38/50 완료
  M11 vs M08 [===============     ] 39/50 완료
  M11 vs M08 [================    ] 40/50 완료
  M11 vs M08 [================    ] 41/50 완료
  M11 vs M08 [================    ] 42/50 완료
  M11 vs M08 [=================   ] 43/50 완료
  M11 vs M08 [=================   ] 44/50 완료
  M11 vs M08 [==================  ] 45/50 완료
  M11 vs M08 [==================  ] 46/50 완료
  M11 vs M08 [==================  ] 47/50 완료
  M11 vs M08 [=================== ] 48/50 완료
  M11 vs M08 [=================== ] 49/50 완료
  M11 vs M08 [====================] 50/50 완료

  M11 vs M08: 0W / 50L / 0T  → 0.0%  avg_turn=101.1


